Order ID,Order Date,Ship Date,Product Category,Product Sub-Category,Region,Sales,Profit,Quantity
10349,2023-09-17,2023-09-20,Electronics,Tablets,West,880.00,176.00,1
10350,2023-09-19,2023-09-22,Office Supplies,Storage,East,570.00,103.00,2
10351,2023-10-01,2023-10-04,Electronics,Smartphones,West,1780.00,340.00,2
10352,2023-10-03,2023-10-06,Office Supplies,Paper,East,108.00,24.50,5
10353,2023-10-05,2023-10-08,Furniture,Chairs,Central,1060.00,212.00,1
10354,2023-10-07,2023-10-10,Electronics,Laptops,South,2100.00,500.00,1
10355,2023-10-09,2023-10-12,Office Supplies,Pens,West,55.00,11.00,10
10356,2023-10-11,2023-10-14,Furniture,Tables,East,1460.00,235.00,1
10357,2023-10-13,2023-10-16,Electronics,Headphones,Central,295.00,59.00,3
10358,2023-10-15,2023-10-18,Office Supplies,Binders,South,139.00,29.50,4
10359,2023-10-17,2023-10-20,Electronics,Tablets,West,890.00,178.00,1
10360,2023-10-19,2023-10-22,Office Supplies,Storage,East,580.00,105.00,2
10361,2023-11-01,2023-11-04,Electronics,Smartphones,West,1800.00,345.00,2
10362,2023-11-03,2023-11-06,Office Supplies,Paper,East,110.00,25.00,5
10363,2023-11-05,2023-11-08,Furniture,Chairs,Central,1070.00,214.00,1
10364,2023-11-07,2023-11-10,Electronics,Laptops,South,2120.00,505.00,1
10365,2023-11-09,2023-11-12,Office Supplies,Pens,West,56.00,11.20,10
10366,2023-11-11,2023-11-14,Furniture,Tables,East,1480.00,240.00,1
10367,2023-11-13,2023-11-16,Electronics,Headphones,Central,300.00,60.00,3
10368,2023-11-15,2023-11-18,Office Supplies,Binders,South,141.00,30.00,4
10369,2023-11-17,2023-11-20,Electronics,Tablets,West,900.00,180.00,1
10370,2023-11-19,2023-11-22,Office Supplies,Storage,East,590.00,107.00,2
10371,2023-12-01,2023-12-04,Electronics,Smartphones,West,1820.00,350.00,2
10372,2023-12-03,2023-12-06,Office Supplies,Paper,East,112.00,25.50,5
10373,2023-12-05,2023-12-08,Furniture,Chairs,Central,1080.00,216.00,1
10374,2023-12-07,2023-12-10,Electronics,Laptops,South,2140.00,510.00,1
10375,2023-12-09,2023-12-12,Office Supplies,Pens,West,57.00,11.40,10
10376,2023-12-11,2023-12-14,Furniture,Tables,East,1500.00,245.00,1
10377,2023-12-13,2023-12-16,Electronics,Headphones,Central,305.00,61.00,3
10378,2023-12-15,2023-12-18,Office Supplies,Binders,South,143.00,30.50,4
10379,2023-12-17,2023-12-20,Electronics,Tablets,West,910.00,182.00,1
10380,2023-12-19,2023-12-22,Office Supplies,Storage,East,600.00,109.00,2
